genero;edad;provincia;ciudad;tipo_colegio;colegio_actua;ubicacion_estudios;tipo_institucion;factor_carrera;perspectivas_carrera;interes_ia;interes_cc;interes_sw;interes_ti;interes_et;interes_ii;interes_ar;conocimiento_ia;conocimiento_cc;conocimiento_sw;conocimiento_ti;conocimiento_et;conocimiento_ii;conocimiento_ar;carrera
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIAS DE LA COMPUTACIÓN
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;RECOMENDACIÓN DE FAMILIARES O AMIGOS;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIAS DE LA COMPUTACIÓN
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA DE SOFTWARE
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA DE SOFTWARE
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;RECOMENDACIÓN DE FAMILIARES O AMIGOS;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA DE SOFTWARE
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA INDUSTRIAL
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA INDUSTRIAL
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;RECOMENDACIÓN DE FAMILIARES O AMIGOS;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA INDUSTRIAL
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;RECOMENDACIÓN DE FAMILIARES O AMIGOS;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;FISIOTERAPIA
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;FISIOTERAPIA
FEMENINO;18;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;AÚN NO LO HE DECIDIDO;PÚBLICA;RECOMENDACIÓN DE FAMILIARES O AMIGOS;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;FISIOTERAPIA
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;NEUTRAL;POCO INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;NINGUNA
FEMENINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO MILITAR Y/O POLICIAL;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;NEUTRAL;POCO INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;HE OIDO DEL TEMA;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PRIVADA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;HE OIDO DEL TEMA;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;CONOZCO ALGO;CIENCIAS DE LA COMPUTACIÓN
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PRIVADA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;DE ACUERDO;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;POCO INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;HE OIDO DEL TEMA;HE OIDO DEL TEMA;NO TENGO CONOCIMIENTO;CONOZCO ALGO;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;PRIVADA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;NINGUNA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UN INSTITUTO TÉCNICO/TECNOLÓGICO SUPERIOR;PRIVADA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;POCO INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;EDUCACION INICIAL
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA INDUSTRIAL
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA INDUSTRIAL
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;FISIOTERAPIA
MASCULINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;ESTOY MUY INTERESADO;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;FISIOTERAPIA
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;NEUTRAL;POCO INTERESADO;NEUTRAL;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;NEUTRAL;POCO INTERESADO;NEUTRAL;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;CIENCIAS DE LA COMPUTACIÓN
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;DE ACUERDO;ESTOY INTERESADO;ESTOY INTERESADO;NEUTRAL;NEUTRAL;NEUTRAL;POCO INTERESADO;NEUTRAL;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;FISIOTERAPIA
FEMENINO;19;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;19;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
FEMENINO;19;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA DE SOFTWARE
FEMENINO;19;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA DE SOFTWARE
FEMENINO;19;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA INDUSTRIAL
FEMENINO;19;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;INGENIERÍA INDUSTRIAL
FEMENINO;19;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA MARIO COBO BARONA;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;ESTOY MUY INTERESADO;NEUTRAL;ESTOY INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;ESTOY INTERESADO;ESTOY INTERESADO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO UN CONOCIMIENTO SOLIDO;TENGO CONOCIMIENTOS BÁSICOS;TENGO CONOCIMIENTOS BÁSICOS;ELECTRÓNICA Y TELECOMUNICACIONES
