genero;edad;provincia;ciudad;tipo_colegio;colegio_actua;ubicacion_estudios;tipo_institucion;factor_carrera;perspectivas_carrera;interes_ia;interes_cc;interes_sw;interes_ti;interes_et;interes_ii;interes_ar;conocimiento_ia;conocimiento_cc;conocimiento_sw;conocimiento_ti;conocimiento_et;conocimiento_ii;conocimiento_ar;carrera
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIAS DE LA COMPUTACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIAS DE LA COMPUTACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;CIENCIAS DE LA COMPUTACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA DE SOFTWARE
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA DE SOFTWARE
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA DE SOFTWARE
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA EN TECNOLOGÍAS DE LA INFORMACIÓN
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;ELECTRÓNICA Y TELECOMUNICACIONES
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;ELECTRÓNICA Y TELECOMUNICACIONES
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;ELECTRÓNICA Y TELECOMUNICACIONES
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA INDUSTRIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA INDUSTRIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA INDUSTRIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;NINGUNA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;NINGUNA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;NINGUNA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;HABILIDADES E INTERÉS PERSONAL EN EL TEMA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA EN VIDEO JUEGOS
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA EN VIDEO JUEGOS
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;PRESTIGIO DE LA INSTITUCIÓN EDUCATIVA;TOTALMENTE DE ACUERDO;NEUTRAL;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;TENGO CONOCIMIENTOS BÁSICOS;CONOZCO ALGO;INGENIERÍA EN VIDEO JUEGOS
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CIENCIAS DE LA COMPUTACIÓN
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;INGENIERÍA INDUSTRIAL
FEMENINO;17;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;PÚBLICA;OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;TOTALMENTE DE ACUERDO;NO ESTOY INTERESADO;POCO INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;NO ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;CONOZCO ALGO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;FISIOTERAPIA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;EXTERIOR (FUERA DEL PAÍS);OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;NEUTRAL;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;EXTERIOR (FUERA DEL PAÍS);FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;NEUTRAL;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;NEUTRAL;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;EXTERIOR (FUERA DEL PAÍS);OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;NEUTRAL;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;EXTERIOR (FUERA DEL PAÍS);FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;NEUTRAL;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;EXTERIOR (FUERA DEL PAÍS);HABILIDADES E INTERÉS PERSONAL EN EL TEMA;NEUTRAL;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;AUTOMATIZACIÓN Y ROBÓTICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;EXTERIOR (FUERA DEL PAÍS);OPORTUNIDADES LABORALES Y DEMANDA EN EL MERCADO;NEUTRAL;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA MECATRÓNICA
MASCULINO;16 O MENOS;TUNGURAHUA;AMBATO;FISCAL;UNIDAD EDUCATIVA AMBATO;EN UNA UNIVERSIDAD Y/O ESCUELA POLITÉCNICA;EXTERIOR (FUERA DEL PAÍS);FLEXIBILIDAD Y POSIBILIDAD DE TRABAJO REMOTO;NEUTRAL;ESTOY MUY INTERESADO;NEUTRAL;NEUTRAL;ESTOY INTERESADO;POCO INTERESADO;ESTOY INTERESADO;ESTOY MUY INTERESADO;HE OIDO DEL TEMA;HE OIDO DEL TEMA;HE OIDO DEL TEMA;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;CONOZCO ALGO;TENGO UN CONOCIMIENTO SOLIDO;INGENIERÍA MECATRÓNICA
